title,rating,runtime,imdb_rating,tmdb_rating,meta_score,genre_1,genre_2,genre_3,description,director,stars,votes,gross
O' Christmas Tree,TV-G,48,5.8,8.6,NA,Animation,Family,Musical,"Featuring the voices of Edward Asner, Tim Conway and Marie Osmond, this tale is set in a snowy forest on Christmas Eve where a forlorn pine tree feels she is too homely to ever realize her dream of becoming a real Christmas tree.",Bert Ring,"Edward Asner, Tim Conway, Marie Osmond, Debi Derryberry,",136,NA
Santa Claus,NA,1,6.4,4.9,NA,Short,Family,Fantasy,"Brother and sister are sent to bed on Christmas Eve, and while they are asleep, Santa Claus comes down the chimney and fills their waiting stockings with toys.",George Albert Smith,"Laura Bayley, Dorothy Smith, Harold Smith,",1015,NA
Christmas with Cookie,NA,53,4.7,2.2,NA,Comedy,Horror,Sci-Fi,In the year 3978 global warming has made a desert of the North Pole. Santa and Mrs. Claus battle angry skeletons who didn't get what they wanted for Christmas. Evil aliens try to take over the world and a giant abominable snow man wants Santa for his next meal.,Alan Maxson,"Shawn Schminke, Alan Maxson, Dana Austen, Justin Armao, Breeanna Judy,",84,NA
Christmas Is,NA,30,4.8,9.1,NA,Animation,Family,NA,"Benji is upset that he is playing the second shepherd in his school Christmas play for the second year in a row. But when Benji falls asleep while practicing his lines, his dream carries him and his dog Waldo to Bethlehem 2,000 years ago!",Hans Conried,"Don Messick, Richard Sacino, Vic Perrin,",132,NA
Christmas on Mars,NA,83,5.2,7.9,NA,Music,Sci-Fi,NA,"Major Syrtis goes insane as he tries to improve morale in an abandoned colony on Mars through a Christmas pageant, where the first colonist baby will be born.",Wayne Coyne,"Bradley Beesley, George Salisbury, Steven Drozd, Wayne Coyne, Steve Burns, Fred Armisen,",817,NA
Delivering Christmas,TV-PG,11,7,2.3,NA,Short,Drama,NA,"After a little girl tells her mailman her widowed mom's sad, he decides to bring them gifts to make it a special Christmas.",David DeCoteau,"Jason-Shane Scott, Jessica Morris, CC King, Elaine Partnow,",128,NA
Spot's Magical Christmas,NA,30,7.6,8.6,NA,Animation,Short,Family,Spot gets a ride on a special sleigh to a very special place in the Arctic.,Leo Nielsen,"Corey Burton, Calum Nielsen, Josie Lawrence, Tress MacNeille,",59,NA
Maciste in Hell,NA,95,6.8,8.2,NA,Action,Drama,Fantasy,The devil takes Maciste down to hell in an attempt to corrupt and ruin his morality.,Guido Brignone,"Bartolomeo Pagano, Umberto Guarracino, Mario Saio, Franz Sala,",609,NA
A Kylie Christmas: Live from the Royal Albert Hall,NA,120,8.6,5.4,NA,Music,NA,NA,Add a Plot,Paul Dugdale,"Kylie Minogue, Dannii Minogue, Chrissie Hynde, Tobias Ellehammer,",52,NA
"Walk Softly, Stranger",Approved,81,6.5,6,NA,Crime,Drama,Film-Noir,An ex-hood hopes to start a new life under an assumed name in a small town but his past catches up with him when an old crime-buddy asks him to help with a casino heist.,Robert Stevenson,"Joseph Cotten, Alida Valli, Spring Byington, Paul Stewart,",1296,NA
Christmas at Cadillac Jack's,NA,58,6.7,4.5,NA,Family,NA,NA,"While stranded at a diner on Christmas Eve, Rose finds personal redemption in protecting a young baby from an abusive father on her way to reconciling with the child she had to give up for ...                See full summary »",Jeff Wood,"Patty Cabrera, Joseph Campanella, Courtney Crook, Kevin Dobson,",278,NA
Chilly Christmas,NA,84,4.7,1.7,NA,Comedy,Drama,Family,"When he discovers that his father is being transferred from Sunshine Beach to New York City, a boy has one week to turn his big crazy beach dog into a civilized indoor dog, while fending off dangerous dog-nappers on Christmas Eve.",Gregory Poppen,"Tom Arnold, C. Thomas Howell, Brooke Langton, Casey Graf,",249,NA
Krauses Fest,NA,88,6.6,3.9,NA,Comedy,Drama,NA,"As every year, police chief Krause prepares for the traditional Christmas dinner with his two sisters Elsa and Meta in their inn in idyllic Schönhorst in Brandenburg.",Bernd Böhlich,"Horst Krause, Gabriela Maria Schmeide, Carmen-Maja Antoni, Angelika Böttiger,",114,NA
Hashtag Blessed: The Movie,NA,NA,5.5,7.6,NA,Family,NA,NA,"It's Christmastime and Jessi is all but excited. She finds herself with comparisonitis in the world of social media. Other women her age just seem to ""have it all"", while she is frustrated ...                See full summary »",Stephanie McBain,"Isabella Blake-Thomas, Mama Char, Nicholas Heard, Amanda Michalek,",77,NA
B.C.: A Special Christmas,NA,30,6.4,1.3,NA,Animation,Comedy,NA,"Peter enlists his sarcastic one-legged friend Wiley to help conjure a myth based around the idea of giving. Seeing the chance to make a profit off the selflessness of others, the two ...                See full summary »",Vlad Goetzelman,"Bob Elliott, Ray Goulding, Barbara Hamilton, Henry Ramer,",71,NA
An Old-Fashioned Girl,Passed,82,6,3.9,NA,Comedy,Musical,Romance,"A young woman leaves home to earn money for the family, which is not the norm for her sex and social standing.",Arthur Dreifuss,"Gloria Jean, Jimmy Lydon, John Hubbard, Frances Rafferty,",90,NA
Christmas at the Royal Hotel,NA,108,4.1,4.4,NA,Drama,History,War,"In 1941, Hong Kong was the Casablanca of the East, a city full of war refugees, profiteers and spies. With the sudden attack by Japanese troops, a Canadian soldier's Christmas promise is broken during the Battle of Hong Kong.",Craig McCourry,"Harry Oram, Lydia Lee Tang, Ashley Leung, Wil Cheung,",152,NA
Dot & Spot's Magical Christmas Adventure,NA,25,7.2,5.5,NA,Animation,Short,Family,Santa needs the help of Dot and Sport on Christmas Eve.,David Schwartz,"Debi Derryberry, Cam Clarke, Anndi McAfee, Adam Wylie,",36,NA
Blind Turn,NA,80,5.3,8.6,NA,Drama,Mystery,Thriller,Samantha Holt is forced to confront her dark secrets when she is kidnapped and held prisoner by a man from her past out for revenge.,Robert Orr,"Rachel Boston, Jay Dee Walters, John Gabriel Rodriquez, Christian Stokes,",139,NA
The True Miracle of Christmas,NA,55,NA,4,NA,Musical,NA,NA,"""True Miracle of Christmas"" is a heartwarming holiday film that follows the journey of a loving couple, played by Steph and Natasha Carse, as they rediscover the true magic of Christmas by ...                See full summary »",Steph Carse,"Natasha Carse, Steph Carse, Jacob Carter, Stella Corelli,",NA,NA
A Cool Like That Christmas,NA,22,6.6,4,NA,Animation,Comedy,NA,Add a Plot,David Feiss,"Swinton O. Scott III, Tommy Davidson, Boyz II Men, T.K. Carter, Doctor Dré,",65,NA
Christmas Coming Out,NA,17,6.7,7.1,NA,Short,Comedy,Drama,An action figure from a young gay man's Christmas Past comes to life to help him find the courage he needs to come out.,Art Arutyunyan,"Ford Nelson, Tyler Horn, Arthur Marroquin, Katryn Schmidt,",26,NA
Christmas in Tattertown,NA,29,6.2,4.9,NA,Animation,Adventure,Comedy,Christmas in Tattertown is a 1988 television special created and directed by Ralph Bakshi about a place where everything discarded in the world came alive. It aired on the cable television network Nickelodeon.,Ralph Bakshi,"Charlie Adler, Jennifer Darling, Adrian Arnold, Keith David,",99,NA
The Candlemaker,NA,13,6,3.1,NA,Animation,Short,NA,A candlemaker entrusts his young son with the task of making candles for their church on Christmas Eve.,Joy Batchelor,"John Halas,",136,NA
A Mac Davis Special: Christmas Odyssey - 2010,NA,NA,6.9,4.9,NA,Musical,Sci-Fi,NA,"Mac Davis and Bernadette Peters play a couple preparing for ""Commerce Day,"" the winter holiday which causes people to spend a lot of money on presents. Paul Lynde is the villain, a businessman, who learns what Christmas used to mean.",Dwight Hemion,"Mac Davis, Ted Knight, Paul Lynde, Bernadette Peters,",11,NA
Junkers Come Here,NA,105,7.1,2.4,NA,Animation,Adventure,Family,The movie is about a girl named Hiromi Nozawa and her dog Junkers. Hiromi is having troubles at home mainly because her parents wanting to separate. Junkers tries to comfort her in ways no other dog can. He can talk and grant her 3 wishes.,Jun'ichi Satô,"Rob Bakewell, Mei Oshitani, Shinnosuke Furumoto, Naoto Kine, Misako Konno,",258,NA
"Tall, Dark and Handsome",Approved,78,6.6,2.7,NA,Comedy,Crime,NA,"Robin Hoodish gangster in 1929 Chicago is an object of affection, kind to New York hood and bad to a bad crook.",H. Bruce Humberstone,"Cesar Romero, Virginia Gilmore, Milton Berle, Charlotte Greenwood,",253,NA
The Christmas Ride,NA,70,6.6,5.2,NA,Drama,Family,NA,"On Christmas Day, Georgia experiences the true ups and downs of the holiday season. Through empathy and active listening, she does her best to understand the situations surrounding her to help make the season brighter.",Stefanie Davis,"Daryen Ratte, Dina Najjar, Austin Janowsky, Stephanie Ceballos,",608,NA
Jingle Vingle,NA,96,8.5,4.6,NA,Family,NA,NA,"Presenting India's First Christmas Themed Movie. A fun-filled, heart-warming Holiday Season film. Finally, Bollywood brings its own style to the Christmas story.",Mark Sujay Samuel,"Aashit Chatterjee, Vaishnavi Mahant, Matthew Daniel, Tanya Pradhan,",129,NA
Cowgirl's Christmas Romance,NA,NA,NA,8.5,NA,Action,Drama,Romance,Add a Plot,Colin Stewart,"Kevin Leslie, Mike Mitchell, Cord McCoy, Kathy Krantz,",NA,NA
Nick's Christmas,NA,NA,NA,4.2,NA,Drama,NA,NA,"Nick Kristmas decides to open a Christmas shop in a new town full of unwelcoming people. In his attempts to shine a light and bring hope during the holiday season, he finds that the town is full of Scrooges.",Nick Kristmas,NA,NA,NA
Der Weihnachtshund,NA,90,5.7,5.9,NA,Comedy,NA,NA,The newly engaged financial advisor Katrin Schulmeister is looking forward to escaping the Christmas stress and spending a holiday in St. Moritz with her fiancee Aurelius von Waldborn.,Michael Keusch,"Nadeshda Brennicke, Florian Fitz, Gunther Gillian, Katharina Stemberger,",78,NA
Community Theater Christmas,TV-14,103,7.5,6.3,NA,Comedy,NA,NA,"A community theater competes for a state grant that is needed to keep the doors of the theater open. Meanwhile, they race to get their first, original Christmas play up and running while everything falls apart.",Melissa Vitello,"IsaBeall Quella, Veronica Wylie, Adrienne Rose White, Stacy Snyder,",55,NA
A Very Covid Christmas,NA,49,NA,1.4,NA,Comedy,Romance,NA,"A heartwarming holiday tale about Molly as she navigates life and loneliness during the COVID-19 pandemic. Just when everything seems ruined, hope enters in the form of new neighbor, Sam.",Sé Marie Volk,"Darrin Mosley Jr., Alex Manalo, Taylor Augustine,",NA,NA
Kristina Kringle: The Search for Santa,NA,NA,NA,6.5,NA,Animation,NA,NA,"When a UFO invades the North Pole and whisks Santa Claus into space, it is up to his daughter Kristina Kringle to lead her Uncle Sam, Bigfoot, and a crew of Santa's Elves on a daring space ...                See full summary »",Leigh Scott,"Samantha Able, Sean-Michael Argo, Jai Benoit, Alyssa Dufren,",NA,NA
Alone for Christmas,NA,NA,NA,2.7,NA,Short,NA,NA,"Brendan, a young man feels alone during the holiday season after days of not receiving a gift from anybody. Neil, a caring neighbor, watches this young man as he checks day after day to see...                See full summary »",Bud Rebel,"Eric Halvorsen, Bud Rebel,",NA,NA
Woos Whoopee,NA,7,6.4,8.9,NA,Animation,Short,Comedy,Felix the Cat stays out late celebrating New Year's Eve and gets extremely drunk.,Otto Messmer,NA,243,NA
Luccas Neto em Perdidos na Noite de Natal,NA,NA,2.5,2.6,NA,Short,Comedy,Family,"On Christmas Eve, Luccas and his sister Gi, marveling at the decoration of the mall, end up losing their parents. But what would be a fun night becomes dangerous when they discover a pair ...                See full summary »",Lucas Margutti,"Giovanna Alparone, Roni Ficher, Roni Ficher, Lucas Margutti,",45,NA
The Man Who Came to Dinner: Inside a Classic Comedy,NA,12,NA,4.6,NA,Documentary,Short,NA,Add a Plot,Monty Woolley,NA,NA,NA
Golden Christmas,NA,NA,NA,2,NA,Drama,NA,NA,The Story of an Adopted Woman who meets her Birth Family shortly after her mother dies. She has just turned 50.,Peggy Lane,"Peggy Lane,",NA,NA
Christmas List,NA,5,NA,9.2,NA,Short,Drama,NA,Add a Plot,Rhys Parsons,"Elliott Hall, Blayne Welsh,",NA,NA
Wilfrid's Special Christmas,NA,30,NA,5.3,NA,Family,NA,NA,"A delightful story of a small boy who visits a retirement home and makes friends with ""Miss Nancy"" and helps her improve her memory so she can continue teach him to play the organ. But ...                See full summary »",Jesús Salvador Treviño,"June Allyson, Donna Asali, Katie Avery, David Cantazano,",NA,NA
A Traditional Christmas,NA,6,NA,6,NA,Short,Comedy,NA,"A hipster couple find themselves in the woods, late at night to find the perfect Christmas tree.",Ryan Harper-Brown,"Anthony Frattaroli, Léonie Armstrong, Ryan Harper-Brown,",NA,NA
A Nintendo Christmas Carol,NA,32,NA,1.8,NA,Short,Drama,NA,Add a Plot,Nate Merritt,"Nate Merritt, Blake Gevedon, Britney Smith, Drake Gillaspie,",NA,NA
Death of a Snowman,NA,8,NA,7.2,NA,Animation,Short,NA,"A little girl and her snowman discuss the afterlife, in this charming existential comedy.",Daniel Guyton,"Daniel Guyton, Heather Lyda, Charlotte Lyda,",NA,NA
Happy Christmas,NA,NA,NA,3,NA,Comedy,Fantasy,Sci-Fi,"Wating for the Christmas Eve is one of the most hardest things for a Child. It took so long. Happy Christmas will help the Kids shorten the waiting time with some short Films, Comedy Clips,...                See full summary »",Yvo René Scharf,"Harry Baetens, Peter Bechtel, Frederic Beister, Jörn Birkenstock,",NA,NA
Pasko ng limang Magdalena,NA,NA,NA,8.4,NA,Romance,NA,NA,Add a Plot,Armando Garces,"Divina Valencia, Daisy Romualdez, Ruby Regala, Lucita Soriano,",NA,NA
Christmas Eve,NA,NA,NA,2.9,NA,Comedy,Crime,Drama,Plot unknown.,Andrew Bury,"Daryl Bestford,",NA,NA
Crystal Christmas,NA,NA,NA,2.8,NA,Comedy,NA,NA,Add a Plot,Pete Zias,NA,NA,NA
A Tropical Christmas,NA,NA,NA,1.6,NA,Comedy,Romance,NA,"After suffering a string of romantic setbacks, Rose attends a Christmas festival on a tropical island. As the wind turns and twists, her friends plot to pair her with a local hunk even though she's sworn off love.",NA,NA,NA,NA
Annual Christmas Party,NA,NA,NA,5,NA,Short,Comedy,NA,Add a Plot,NA,NA,NA,NA
Le chalet sous la neige,NA,NA,NA,5.8,NA,Drama,NA,NA,Add a Plot,Lazare Iglesis,"Michel Piccoli, Anne Doat, Christian Brocard, Jeanne Brossard,",NA,NA
Mistletoe,NA,NA,3.9,1.8,NA,Short,Comedy,Romance,Add a Plot,Michael Tucker,"Mikie Beatty, Dan Beckner,",10,NA
Barbizier,NA,NA,NA,7.4,NA,Comedy,Drama,Family,Add a Plot,Jean-Pierre Chartier,"Jacques Fabbri, Claudine Coster, Roger Desmare, Jean-Loup Reynold,",NA,NA
Christmas Stalkings,NA,NA,NA,4.9,NA,Short,Comedy,Horror,"A sadistic pedophile mall Santa is arrested after a group of kids alarm local adults and police of his activity. Years later, the pedophile escapes from prison during a blackout and hunts down the now grown-up children, one by one.",Anthony Leroy,"Anthony Leroy, Reens, Adreanna Jones, Ian Coventry,",NA,NA
Wolf-in-law,NA,3,NA,5.4,NA,Short,Comedy,NA,Timmy takes his new boyfriend and his father on a road trip because he wants them to get along. Problem is - one's a werewolf and the other's a vampire.,Teo Palomo,"Gonzalo Reimunde, Teo Palomo, Marcos Sánchez García, Susana Sabán,",NA,NA
